parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4796054803579159,Thu Jul 28 04:00:34 +0800 2022,躲避战乱的一条汉子,https://weibo.com//u/6553992519,我记得我有个学法的朋友说，现在这些人碰上个事儿能去百度一下词条的都算不错了的，大部分人都是很激烈，很想表现自己的独特，却连最基本查找“真相”的时间都没有。对，指的是你，如果你还关注这个“二舅”，就知道残疾证到底是什么时候办下来的，如果你有通感的能力就能适当推想一下他人的生活,0,2
4796054803579159.0,4796070342951682,Thu Jul 28 05:02:19 +0800 2022,UUP人间修炼日记,https://weibo.com//u/7708879261,从宣扬苦难的角度让我表现出我自己的独特，我知道会激化矛盾。那又如何，我可以有热度吃红利。大多数的激烈是因为二舅这个人吗？但凡有点心都不会打扰到自己家人的生活，难道我不知道这个视频发布以后带来的后果是什么？可以装作无知也可以当做无知。我知道你们的死活与我无关。,0,0
4796054803579159.0,4796069047435342,Thu Jul 28 04:57:09 +0800 2022,UUP人间修炼日记,https://weibo.com//u/7708879261,对说的就是我，是我视频里说的没有残疾证，是我不愿意给大众呈现真相，是我不愿意去搜索查询真相， 我甚至连拿出真相的时间都没有， 你们看到的只是我想让你们看到的。对，为了想法独特，我用了我二舅的素材，宣扬苦难，苦难是值得称赞的，每个人都应该过上这样的生活。我知道这样会有伤害但是为了自己,0,0
,4795875257487419,Wed Jul 27 16:07:07 +0800 2022,想问你们到底要再让我等多久,https://weibo.com//u/7478920306,挺自私的，营销二舅的也很自私。,0,1
4795875257487419.0,4795876003807343,Wed Jul 27 16:10:04 +0800 2022,UUP人间修炼日记,https://weibo.com//u/7708879261,的确非常自私，伤害别人来解决自己所谓精神内耗的行为。因为他过得太苦了，这么苦他都能活下去，我和他相比我还可以，所以我不应该精神内耗。真的好笑,0,0
,4795874499365115,Wed Jul 27 16:04:06 +0800 2022,时渝时渝,https://weibo.com//u/6970172930,可能是比较悲观吧，我觉得二舅是知道这个博主发这个视频的，按照二舅以往的行事风格他是不会计较的,0,1
4795874499365115.0,4795875434430585,Wed Jul 27 16:07:48 +0800 2022,UUP人间修炼日记,https://weibo.com//u/7708879261,"不计较不代表没有伤害，不计较就不代表可以随便伤害。因为不计较所以他可以理所当然的拍这些，因为他知道二舅不计较。唉，就这样因为不计较所以可以被人肆无忌惮的伤害。二舅活得太通透了，也祝二舅身体越来越好<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",0,0
,4795880072546909,Wed Jul 27 16:26:15 +0800 2022,远赴人间惊鸿宴112,https://weibo.com//u/5953059453,不知道说什么好了……你真…,1,0
,4795886787362992,Wed Jul 27 16:52:55 +0800 2022,说真心话的大傻子,https://weibo.com//u/6654401576,恍惚间还以为看见了营销号,0,0
,4795886339887569,Wed Jul 27 16:51:09 +0800 2022,Lll打完老虎好睡觉,https://weibo.com//u/6616490135,hh,0,0
