mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num
4795623134465121,2022-07-26 23:25,octopus-G,https://weibo.com/7461303003?refer_flag=1001030103_,#东航坠毁航班上共132人#出来了没 ​,HUAWEI Mate 10 Pro,,,,https://weibo.com/7461303003/LE7ARiJA5?refer_flag=1001030103_,0,0,0
4795555341665864,2022-07-26 18:55,陈九日在苏格兰每天吃两顿饭,https://weibo.com/1867841750?refer_flag=1001030103_,请你不要再唱那些无聊的歌谣理想的世界就躲在你的梦里面那里的人们就像艺术家说的那样人们自由自在地歌唱牛羊自由自在地跳舞#东航坠毁航班上共132人##唐山 打人# 2英国 ​,iPhone客户端,http://t.cn/R2WxsQz,英国,,https://weibo.com/1867841750/LE5Pw6ZmM?refer_flag=1001030103_,0,0,1
4795393270089542,2022-07-26 08:11,四线城市秦皇岛谨慎投资特别房产,https://weibo.com/5538886277?refer_flag=1001030103_,看到东航飞机失事到目前也没公布原因，想起来了，曾经看过的一个韩剧，李昇基演的，流浪者，有时候现实比电视剧可精彩多了，我作为资深鸡婆，我问了东航的朋友，他们说不可说！#东航坠毁航班上共132人# ​​​,iPhone客户端,,,,https://weibo.com/5538886277/LE1C70nie?refer_flag=1001030103_,0,1,1
4795086586777556,2022-07-25 11:53,水岸主人,https://weibo.com/2865939973?refer_flag=1001030103_,//@贫贱不能幽默://@深圳长贵:虽然我很爱国，但这玩意我能不坐还是尽量不坐吧，比起爱国我更爱我自己#坐飞机一定要看窗外# #东航坠毁航班上共132人# #深圳身边事#,HUAWEI Mate 20 Pro,,,https://wx4.sinaimg.cn/orj360/6e876a26gy1h4ifug5iysj20u00kftbj.jpg,https://weibo.com/2865939973/LDTDssr9q?refer_flag=1001030103_,0,0,0
4795061247939083,2022-07-25 10:12,安洛九_705,https://weibo.com/5409370499?refer_flag=1001030103_,//@贫贱不能幽默://@深圳长贵:虽然我很爱国，但这玩意我能不坐还是尽量不坐吧，比起爱国我更爱我自己#坐飞机一定要看窗外# #东航坠毁航班上共132人# #深圳身边事#,真我GT Neo2T,,,https://wx4.sinaimg.cn/orj360/6e876a26gy1h4ifug5iysj20u00kftbj.jpg,https://weibo.com/5409370499/LDSYAxjjJ?refer_flag=1001030103_,0,0,0
4795033850480917,2022-07-25 08:23,carloooowang,https://weibo.com/2034745354?refer_flag=1001030103_,现在买保险还来的及吗？？#东航坠毁航班上共132人##东航mu5735坠毁最新消息# ​,微博轻享版,,,https://wx1.sinaimg.cn/orj360/7947c00aly1h4iv54l9iqj20u01uotff.jpg https://wx1.sinaimg.cn/orj360/7947c00aly1h4iv555ebaj20u01uogsn.jpg https://wx3.sinaimg.cn/orj360/7947c00aly1h4iv55oa8vj20u01uo0x0.jpg,https://weibo.com/2034745354/LDSgp216J?refer_flag=1001030103_,0,3,3
4795017031582575,2022-07-25 07:16,贫贱不能幽默,https://weibo.com/3870995734?refer_flag=1001030103_,//@深圳长贵:虽然我很爱国，但这玩意我能不坐还是尽量不坐吧，比起爱国我更爱我自己#坐飞机一定要看窗外# #东航坠毁航班上共132人# #深圳身边事#,Android客户端,,,https://wx4.sinaimg.cn/orj360/6e876a26gy1h4ifug5iysj20u00kftbj.jpg,https://weibo.com/3870995734/LDRPh6DHp?refer_flag=1001030103_,2,2,0
4794531360806769,2022-07-23 23:06,Meng-ez,https://weibo.com/5046902809?refer_flag=1001030103_,其实到现在我都想知道东航5735的黑匣子破译了没有，坐等一个结果。那么多无辜的生命#东航坠毁航班上共132人# ​,iPhone客户端,,,,https://weibo.com/5046902809/LDFbW3nSp?refer_flag=1001030103_,0,0,5
4793477168892582,2022-07-21 01:17,是缡不是漓,https://weibo.com/7163027622?refer_flag=1001030103_,#东航坠毁航班上共132人#我还在等 ​,iPhone客户端,,,,https://weibo.com/7163027622/LDdLCBjmK?refer_flag=1001030103_,0,0,1
4792897280676229,2022-07-19 10:53,燃燃星火,https://weibo.com/1796891895?refer_flag=1001030103_,#为东航飞行事故遇难者默哀##东航坠毁航班上共132人# 调查结果出了吗？ ​,HarmonyOS设备,,,,https://weibo.com/1796891895/LCYGk2PUV?refer_flag=1001030103_,0,0,1
